age,speed_limit,restraint,light,vehicle_age,rural,body_class,y
17,55,belted,dark_lighted,20,N,motorcycle,1
49,30,belted,daylight,20,N,motorcycle,1
47,30,belted,dark_lighted,12,Y,pickup,1
53,55,belted,dark_unlighted,20,N,passenger_car,2
65,30,belted,dark_unlighted,21,N,suv,1
60,30,belted,dusk,2,N,passenger_car,1
59,75,belted,dusk,13,N,suv,2
34,55,belted,dark_lighted,10,Y,motorcycle,2
44,55,belted,dark_lighted,6,Y,suv,2
72,65,unrestrained,dark_unlighted,3,N,motorcycle,3
44,30,belted,daylight,15,N,motorcycle,2
44,55,belted,dark_unlighted,10,N,passenger_car,3
77,70,belted,dusk,2,N,van,1
51,40,belted,dawn,23,N,suv,1
53,70,belted,daylight,22,N,passenger_car,2
27,55,belted,daylight,19,Y,suv,1
39,40,unrestrained,dark_unlighted,8,Y,passenger_car,2
20,65,belted,dusk,2,N,van,1
67,30,unrestrained,dusk,8,N,passenger_car,2
52,65,unrestrained,dawn,21,N,motorcycle,2
75,40,unrestrained,dawn,23,Y,van,3
20,70,belted,daylight,2,Y,motorcycle,3
19,40,belted,dusk,13,N,passenger_car,1
44,30,belted,dark_unlighted,20,N,van,1
53,65,belted,dawn,3,N,passenger_car,2
65,30,belted,dark_lighted,6,N,suv,1
75,40,belted,dark_lighted,2,N,motorcycle,2
30,65,belted,dusk,23,N,van,1
51,30,unrestrained,dusk,15,Y,van,2
38,75,belted,dark_lighted,16,N,pickup,2
45,65,belted,dark_lighted,12,Y,motorcycle,3
64,70,belted,dawn,4,N,suv,3
26,70,belted,daylight,23,N,motorcycle,1
65,40,belted,dark_unlighted,21,N,passenger_car,2
36,30,unrestrained,dawn,16,N,pickup,2
35,70,belted,dark_unlighted,2,Y,suv,2
23,30,unrestrained,daylight,6,N,pickup,1
19,75,belted,dawn,20,N,motorcycle,1
37,70,belted,dark_lighted,4,N,pickup,1
73,30,belted,dusk,2,Y,passenger_car,3
34,75,belted,dark_lighted,2,Y,pickup,3
60,55,unrestrained,dusk,11,N,suv,3
66,30,belted,dark_unlighted,13,N,passenger_car,1
65,70,belted,dark_unlighted,18,N,van,1
33,75,belted,dawn,13,N,motorcycle,1
45,55,belted,dusk,23,Y,motorcycle,3
60,75,belted,dawn,12,Y,suv,2
54,30,belted,daylight,18,Y,suv,1
55,55,belted,daylight,8,N,pickup,1
66,55,belted,dark_lighted,12,Y,pickup,1
41,30,belted,dawn,14,N,suv,1
66,75,belted,dawn,8,N,passenger_car,2
32,75,belted,dark_unlighted,23,Y,motorcycle,4
34,75,belted,dark_unlighted,15,N,van,2
80,40,belted,dark_lighted,11,Y,van,1
79,70,belted,dark_unlighted,8,Y,van,3
41,65,belted,dark_lighted,15,Y,pickup,2
60,30,belted,dawn,7,N,van,1
24,30,belted,dark_lighted,20,N,motorcycle,1
65,30,belted,daylight,16,N,pickup,1
72,75,belted,dark_unlighted,12,N,pickup,3
67,55,belted,daylight,15,N,motorcycle,2
19,75,belted,dark_unlighted,2,Y,passenger_car,3
49,75,belted,daylight,9,N,passenger_car,1
22,40,belted,dark_unlighted,4,N,van,1
36,65,belted,dark_unlighted,13,Y,van,1
58,40,belted,dusk,4,N,motorcycle,2
54,55,belted,daylight,15,N,passenger_car,1
79,40,belted,daylight,21,N,pickup,1
77,65,belted,dark_lighted,24,N,motorcycle,4
58,30,belted,dusk,11,Y,van,2
78,30,belted,daylight,23,Y,pickup,2
41,40,belted,daylight,2,Y,suv,1
74,30,belted,dawn,21,N,van,1
66,40,belted,dusk,19,N,suv,2
31,75,belted,dark_unlighted,17,Y,pickup,3
73,75,unrestrained,dark_lighted,5,N,suv,2
55,75,unrestrained,dark_unlighted,2,N,pickup,3
75,55,unrestrained,dark_unlighted,19,Y,motorcycle,5
40,30,belted,dark_unlighted,16,N,van,1
61,55,belted,dawn,2,Y,motorcycle,3
72,70,belted,dawn,19,N,suv,2
34,30,belted,dawn,11,N,van,1
67,70,belted,daylight,10,N,passenger_car,1
80,70,belted,daylight,12,Y,pickup,1
61,30,unrestrained,dawn,5,N,van,3
57,75,belted,dusk,11,Y,motorcycle,3
23,75,unrestrained,daylight,7,N,van,2
28,55,belted,daylight,11,Y,passenger_car,1
18,55,belted,dusk,1,Y,motorcycle,2
46,30,belted,dusk,20,N,suv,1
29,75,belted,dark_lighted,2,Y,passenger_car,1
63,70,belted,dusk,20,Y,passenger_car,2
28,30,belted,dawn,10,N,suv,1
83,75,belted,dark_lighted,12,N,van,3
65,40,unrestrained,dark_lighted,22,Y,van,3
78,55,belted,dark_lighted,7,Y,van,1
38,70,belted,dusk,7,N,passenger_car,1
59,30,belted,dark_unlighted,9,Y,pickup,3
73,30,belted,dawn,16,Y,passenger_car,1
53,70,belted,dark_unlighted,13,N,suv,1
18,65,belted,dusk,9,Y,van,1
24,40,belted,daylight,3,Y,van,1
39,70,belted,dark_unlighted,15,N,passenger_car,2
43,30,unrestrained,daylight,7,N,pickup,1
62,40,belted,dusk,18,Y,passenger_car,1
63,75,belted,dark_lighted,11,N,motorcycle,3
84,75,belted,dark_unlighted,13,Y,motorcycle,4
24,75,belted,dawn,6,N,suv,1
24,30,belted,dawn,5,N,van,1
78,75,belted,dark_lighted,17,N,van,2
25,55,belted,dark_lighted,22,N,van,1
74,30,belted,daylight,5,N,suv,1
73,75,unrestrained,dark_lighted,11,N,pickup,1
68,40,belted,dusk,21,Y,passenger_car,1
19,55,belted,dusk,18,N,pickup,1
85,30,belted,dark_lighted,7,N,suv,2
47,65,belted,dawn,22,Y,passenger_car,1
23,70,belted,dark_lighted,4,Y,motorcycle,2
43,65,belted,daylight,11,N,suv,2
61,65,belted,dusk,5,N,van,1
56,55,unrestrained,dusk,18,N,pickup,3
79,70,belted,dusk,23,N,pickup,3
30,70,belted,dusk,12,Y,suv,2
59,75,belted,dark_unlighted,3,Y,passenger_car,4
31,40,belted,dawn,18,N,passenger_car,1
22,30,belted,dark_lighted,13,N,pickup,1
52,30,belted,dark_lighted,15,Y,passenger_car,1
68,65,belted,dawn,12,Y,motorcycle,4
30,55,belted,daylight,18,N,pickup,1
28,30,belted,dusk,19,N,van,1
38,70,belted,dusk,19,N,pickup,1
36,65,belted,dark_lighted,17,N,van,1
46,40,belted,daylight,8,Y,motorcycle,3
68,75,belted,dark_unlighted,11,Y,suv,2
16,75,belted,dusk,2,N,pickup,1
23,65,belted,dawn,6,N,suv,1
30,70,unrestrained,dawn,23,N,pickup,3
74,75,unrestrained,dark_lighted,22,Y,suv,3
37,75,unrestrained,daylight,23,Y,van,3
18,65,unrestrained,dark_unlighted,19,N,motorcycle,3
47,65,unrestrained,daylight,5,N,pickup,2
68,75,belted,daylight,14,Y,passenger_car,2
78,70,belted,dark_unlighted,3,Y,suv,4
26,65,belted,dark_lighted,8,Y,suv,1
17,75,belted,dawn,15,Y,pickup,1
42,55,belted,dark_lighted,14,Y,van,2
68,55,belted,dark_unlighted,15,Y,van,2
69,30,unrestrained,dark_unlighted,23,N,passenger_car,2
73,75,unrestrained,dusk,19,N,motorcycle,3
47,30,belted,dusk,5,N,suv,1
60,30,belted,daylight,14,N,pickup,2
69,40,belted,dark_unlighted,7,N,passenger_car,1
84,30,belted,dawn,22,Y,van,1
52,75,belted,daylight,24,Y,suv,2
57,30,belted,daylight,4,N,pickup,1
79,75,belted,dusk,20,N,motorcycle,2
35,70,belted,daylight,12,Y,pickup,1
81,75,belted,daylight,8,N,van,3
20,40,belted,daylight,5,Y,van,1
81,75,belted,daylight,10,N,suv,1
40,65,unrestrained,dark_unlighted,6,Y,passenger_car,2
58,70,belted,dusk,4,Y,suv,1
78,55,belted,dark_lighted,15,N,passenger_car,2
67,40,unrestrained,daylight,19,Y,pickup,3
56,65,belted,dawn,24,N,passenger_car,1
79,40,belted,dusk,2,N,passenger_car,1
79,40,unrestrained,dark_unlighted,11,N,pickup,3
23,40,belted,dusk,11,N,motorcycle,1
50,55,belted,dark_lighted,14,Y,passenger_car,3
47,65,belted,dark_unlighted,19,Y,passenger_car,3
58,55,belted,dawn,3,Y,van,2
19,70,belted,dusk,2,N,pickup,1
58,65,belted,dark_lighted,9,N,motorcycle,1
81,65,belted,dark_lighted,25,N,passenger_car,2
84,75,belted,dusk,17,N,pickup,2
71,75,unrestrained,dark_unlighted,18,N,suv,2
75,65,belted,dawn,18,Y,motorcycle,3
58,30,belted,daylight,11,N,van,1
81,70,belted,daylight,7,Y,passenger_car,2
34,30,belted,dawn,21,Y,suv,1
62,75,unrestrained,dusk,16,Y,suv,3
18,30,unrestrained,dark_unlighted,5,N,motorcycle,1
28,40,belted,dark_lighted,21,N,pickup,1
81,75,belted,dusk,19,N,motorcycle,2
47,30,belted,dusk,23,Y,pickup,2
82,75,belted,daylight,17,N,suv,1
70,75,belted,daylight,21,N,van,1
56,70,belted,daylight,5,N,pickup,1
80,70,unrestrained,dark_lighted,8,N,passenger_car,4
72,30,belted,dark_lighted,8,N,suv,1
64,30,belted,dawn,15,Y,van,2
63,30,belted,dark_unlighted,16,N,pickup,1
56,70,unrestrained,daylight,8,Y,van,4
54,75,belted,dawn,8,Y,motorcycle,3
37,30,unrestrained,dawn,4,N,passenger_car,1
27,70,unrestrained,daylight,15,Y,passenger_car,2
48,40,belted,dark_unlighted,20,Y,van,1
50,75,belted,dark_lighted,19,N,pickup,1
83,70,belted,dark_lighted,11,N,motorcycle,4
38,70,belted,daylight,12,N,motorcycle,2
37,75,unrestrained,dark_unlighted,16,N,suv,3
52,75,belted,dark_lighted,23,N,passenger_car,1
54,65,unrestrained,daylight,7,Y,suv,4
41,55,belted,dark_unlighted,15,Y,passenger_car,3
40,40,belted,dawn,5,Y,van,2
68,55,belted,daylight,6,Y,motorcycle,3
59,75,belted,dark_lighted,4,N,motorcycle,2
20,70,belted,dusk,3,N,pickup,1
62,70,belted,daylight,19,N,motorcycle,3
31,40,belted,daylight,23,N,passenger_car,1
60,75,unrestrained,dark_unlighted,6,Y,van,3
31,40,belted,daylight,24,Y,passenger_car,1
39,55,belted,dusk,16,Y,passenger_car,1
25,40,belted,dark_lighted,14,Y,pickup,2
62,70,belted,dawn,24,N,van,2
18,30,belted,dusk,22,Y,passenger_car,1
69,55,belted,dawn,19,N,passenger_car,1
39,40,belted,dark_unlighted,6,N,passenger_car,1
85,55,belted,dark_lighted,24,Y,pickup,2
34,75,belted,daylight,14,N,suv,1
55,40,belted,daylight,21,N,pickup,1
59,55,unrestrained,dark_lighted,4,Y,pickup,3
25,30,belted,dark_unlighted,13,Y,suv,2
40,75,unrestrained,dark_lighted,22,N,suv,2
16,75,belted,dawn,9,N,pickup,1
70,55,belted,daylight,23,Y,motorcycle,2
37,55,unrestrained,dawn,2,N,suv,2
20,55,belted,daylight,10,N,suv,1
40,65,belted,daylight,20,N,van,2
54,55,belted,daylight,2,Y,pickup,1
39,55,unrestrained,dark_lighted,12,N,motorcycle,3
66,30,belted,dark_lighted,4,N,passenger_car,1
45,40,belted,dark_lighted,9,N,motorcycle,1
31,70,belted,dark_unlighted,3,N,pickup,2
64,55,belted,dark_unlighted,23,Y,van,3
45,40,belted,daylight,20,Y,suv,1
77,30,unrestrained,dark_lighted,11,Y,motorcycle,4
60,55,belted,daylight,10,N,suv,2
59,65,belted,dark_unlighted,21,Y,passenger_car,3
50,55,belted,dawn,20,N,van,2
53,70,belted,dusk,13,N,passenger_car,2
47,75,belted,daylight,7,N,van,1
65,55,unrestrained,dusk,4,N,suv,2
71,55,unrestrained,daylight,20,Y,van,3
30,70,belted,dark_lighted,20,N,van,2
38,55,belted,dusk,17,Y,van,2
46,40,belted,daylight,24,Y,van,1
69,70,unrestrained,daylight,15,Y,motorcycle,5
18,65,unrestrained,dark_unlighted,7,Y,pickup,2
73,75,belted,dark_lighted,10,Y,van,2
61,75,belted,daylight,24,N,motorcycle,4
55,70,belted,dark_lighted,22,N,suv,1
18,65,belted,dusk,6,Y,suv,2
32,70,belted,dark_unlighted,23,N,pickup,1
49,75,belted,dark_unlighted,25,N,pickup,2
74,65,unrestrained,dark_lighted,6,Y,passenger_car,4
31,70,belted,dusk,5,N,van,1
41,75,belted,dusk,24,N,passenger_car,1
29,65,belted,dark_unlighted,1,Y,pickup,1
44,40,belted,dark_lighted,15,N,motorcycle,1
71,30,belted,dark_unlighted,15,Y,passenger_car,2
21,70,belted,dusk,23,N,motorcycle,3
56,70,belted,daylight,14,N,van,1
23,55,belted,dusk,12,N,passenger_car,1
57,65,belted,daylight,17,N,suv,1
51,55,unrestrained,daylight,1,N,motorcycle,3
67,70,belted,dawn,4,N,passenger_car,1
54,65,belted,dawn,22,N,van,1
21,40,unrestrained,dark_lighted,21,N,pickup,1
58,55,belted,dark_unlighted,2,N,suv,1
21,75,belted,dark_unlighted,5,Y,motorcycle,2
75,65,unrestrained,dawn,2,Y,passenger_car,3
60,55,belted,dawn,1,N,motorcycle,3
45,40,belted,dark_lighted,15,N,pickup,1
39,70,belted,dusk,4,N,van,2
33,40,belted,dark_lighted,16,N,suv,1
44,30,unrestrained,dawn,13,N,passenger_car,1
76,40,belted,dark_unlighted,4,N,van,2
61,70,belted,daylight,6,N,van,3
80,65,belted,daylight,8,N,pickup,3
84,75,belted,dawn,14,N,van,1
29,65,belted,dawn,9,Y,van,2
32,65,belted,dark_lighted,5,Y,motorcycle,2
21,55,belted,dark_unlighted,19,N,suv,2
67,30,belted,dark_unlighted,9,N,van,1
50,55,belted,dusk,3,Y,passenger_car,2
33,40,belted,daylight,9,N,suv,2
85,55,belted,daylight,6,N,passenger_car,1
72,75,belted,dusk,19,N,suv,1
33,55,belted,dark_unlighted,17,Y,motorcycle,2
70,75,belted,dark_unlighted,19,N,motorcycle,4
85,40,belted,dark_unlighted,2,Y,suv,3
32,40,unrestrained,dark_unlighted,12,N,pickup,2
38,70,belted,dusk,22,N,van,1
20,65,belted,dark_lighted,5,N,suv,1
80,55,belted,dark_lighted,20,N,passenger_car,1
75,75,belted,dark_lighted,15,N,suv,2
77,70,unrestrained,dawn,16,Y,suv,3
82,30,belted,daylight,11,N,van,2
53,30,belted,dawn,16,N,suv,1
63,30,belted,dark_lighted,23,Y,passenger_car,1
70,65,belted,dusk,5,N,van,2
25,70,belted,dark_unlighted,14,N,van,1
80,30,belted,dark_unlighted,24,N,passenger_car,3
41,75,unrestrained,daylight,20,Y,van,2
37,65,unrestrained,dawn,13,N,pickup,3
58,75,belted,dark_unlighted,11,N,motorcycle,3
24,75,belted,dawn,4,Y,pickup,1
25,75,belted,daylight,11,Y,van,1
76,75,belted,daylight,2,Y,pickup,2
16,40,belted,dusk,9,N,pickup,1
16,70,belted,daylight,8,N,van,1
23,55,belted,daylight,7,Y,van,2
51,30,belted,dawn,12,N,van,1
26,75,belted,dark_unlighted,16,N,motorcycle,2
23,55,unrestrained,dark_unlighted,9,N,van,1
68,75,belted,dawn,23,N,pickup,1
64,30,unrestrained,dawn,11,Y,motorcycle,4
26,65,unrestrained,daylight,16,Y,passenger_car,1
22,65,belted,dusk,3,Y,pickup,1
81,55,belted,dusk,18,N,suv,2
53,65,belted,dusk,10,Y,suv,1
17,75,belted,daylight,21,N,suv,2
59,70,belted,dawn,16,Y,suv,2
39,55,belted,dark_lighted,4,Y,passenger_car,2
47,30,belted,dusk,18,N,motorcycle,2
28,70,belted,dawn,15,N,pickup,1
43,55,belted,dark_lighted,3,N,van,1
19,55,unrestrained,dark_unlighted,21,N,passenger_car,1
40,65,belted,dark_lighted,17,N,motorcycle,2
28,55,belted,dawn,8,Y,pickup,1
42,30,belted,dark_unlighted,23,N,van,1
75,70,belted,dark_lighted,21,Y,passenger_car,3
36,65,belted,dawn,3,N,suv,2
47,55,belted,dawn,6,Y,suv,2
33,75,belted,dusk,10,Y,pickup,1
16,70,belted,daylight,21,Y,van,1
61,70,belted,daylight,7,Y,passenger_car,3
46,75,unrestrained,dark_lighted,20,N,motorcycle,3
61,75,belted,dusk,25,N,motorcycle,2
50,75,belted,dawn,8,N,van,3
74,40,unrestrained,daylight,10,N,van,3
82,40,unrestrained,dark_unlighted,18,N,pickup,2
79,65,belted,dark_lighted,9,N,van,1
25,55,belted,dark_unlighted,14,N,van,2
60,65,belted,dusk,4,N,motorcycle,2
52,40,belted,dawn,20,N,passenger_car,1
29,75,belted,dark_unlighted,21,N,pickup,1
26,55,belted,daylight,20,N,suv,1
74,65,belted,dawn,3,Y,motorcycle,4
40,55,belted,dark_unlighted,11,Y,suv,1
30,70,belted,dark_lighted,4,N,van,1
31,75,belted,dawn,8,Y,motorcycle,3
83,65,belted,dusk,3,Y,suv,3
82,55,unrestrained,daylight,23,N,van,3
40,75,unrestrained,daylight,15,N,motorcycle,3
83,65,belted,dusk,20,Y,van,2
56,70,belted,dawn,23,Y,pickup,2
39,65,unrestrained,dawn,18,Y,van,4
69,75,belted,daylight,11,Y,suv,3
39,75,belted,dawn,20,N,pickup,1
18,75,belted,dusk,19,Y,pickup,3
79,65,belted,dusk,15,N,pickup,3
85,55,belted,dusk,17,Y,van,3
75,65,belted,daylight,3,Y,passenger_car,1
34,30,belted,daylight,15,N,van,1
46,75,belted,daylight,6,N,passenger_car,1
59,75,belted,dusk,17,Y,van,3
31,30,belted,dawn,4,Y,suv,1
81,70,unrestrained,dusk,12,Y,van,3
43,75,unrestrained,daylight,18,Y,passenger_car,3
81,75,belted,dark_unlighted,5,N,motorcycle,4
17,40,belted,daylight,4,N,pickup,1
41,75,belted,dusk,11,N,motorcycle,1
61,75,belted,dark_lighted,3,N,suv,1
17,40,belted,dark_lighted,16,Y,motorcycle,2
79,75,belted,daylight,19,N,van,1
58,65,belted,dark_unlighted,3,N,motorcycle,2
17,30,unrestrained,daylight,24,N,suv,1
71,75,belted,dark_lighted,19,N,van,2
48,30,belted,dusk,10,N,pickup,1
57,30,belted,daylight,21,N,suv,2
64,30,belted,dusk,6,Y,motorcycle,3
46,55,belted,daylight,4,Y,van,1
38,70,belted,dawn,14,N,van,1
79,55,unrestrained,daylight,13,Y,passenger_car,4
45,40,belted,daylight,16,N,suv,1
37,70,unrestrained,dark_unlighted,17,Y,passenger_car,4
69,30,belted,dark_lighted,24,Y,passenger_car,1
30,30,belted,daylight,7,N,van,1
60,40,belted,dark_lighted,4,Y,pickup,1
67,75,belted,dark_lighted,10,N,van,2
35,40,belted,dawn,3,N,van,1
68,75,belted,dark_unlighted,6,N,suv,1
83,70,belted,dark_lighted,9,N,van,1
60,40,belted,dark_lighted,10,N,van,1
52,65,belted,dawn,11,Y,motorcycle,2
34,65,belted,dusk,4,Y,motorcycle,2
22,55,belted,daylight,17,N,suv,1
42,30,belted,dark_unlighted,9,N,pickup,1
61,30,belted,dusk,8,Y,suv,1
55,55,belted,dusk,19,N,motorcycle,1
31,55,belted,daylight,19,N,motorcycle,1
82,75,belted,dawn,14,Y,pickup,3
32,70,unrestrained,dark_unlighted,23,N,pickup,2
46,65,belted,dark_unlighted,10,Y,passenger_car,3
55,55,unrestrained,dark_lighted,14,N,motorcycle,2
58,70,belted,dusk,25,Y,van,3
60,40,unrestrained,dusk,22,N,van,1
54,55,belted,daylight,18,Y,passenger_car,2
68,30,belted,dark_unlighted,9,N,pickup,1
77,40,belted,dark_unlighted,3,Y,suv,3
54,75,unrestrained,dark_unlighted,6,N,van,3
20,55,belted,dark_lighted,15,N,pickup,1
53,30,belted,dusk,12,N,motorcycle,3
31,70,belted,dark_unlighted,11,Y,motorcycle,2
29,75,belted,dark_lighted,23,N,van,2
24,65,belted,daylight,19,Y,passenger_car,2
33,30,belted,daylight,8,N,pickup,1
84,65,belted,daylight,23,N,passenger_car,2
71,30,belted,dark_unlighted,9,N,pickup,2
80,70,belted,dark_lighted,20,Y,suv,1
84,70,belted,daylight,23,N,van,1
45,40,belted,daylight,22,Y,suv,1
81,65,belted,dark_lighted,16,Y,passenger_car,2
19,55,unrestrained,daylight,24,N,suv,1
32,30,belted,dawn,5,N,suv,1
54,65,belted,dark_lighted,4,N,motorcycle,2
65,30,belted,dawn,6,Y,motorcycle,3
31,40,belted,dark_lighted,5,N,motorcycle,1
21,65,belted,dark_unlighted,11,N,pickup,1
49,55,belted,dusk,8,Y,motorcycle,3
86,65,unrestrained,dark_unlighted,16,N,suv,3
82,55,unrestrained,daylight,19,Y,pickup,4
45,65,belted,dawn,13,N,van,1
44,55,belted,dawn,9,Y,motorcycle,2
16,55,belted,daylight,4,N,van,1
21,65,belted,dawn,6,Y,suv,1
57,55,belted,dusk,2,N,pickup,1
59,65,belted,dawn,10,N,passenger_car,2
79,40,belted,dusk,13,Y,van,2
64,75,belted,dark_lighted,5,N,suv,2
53,40,belted,dusk,18,N,pickup,1
20,75,belted,dawn,3,N,pickup,1
54,70,belted,dusk,13,N,van,1
60,40,belted,dawn,24,N,motorcycle,2
26,65,belted,dark_lighted,7,N,pickup,2
22,70,belted,dark_unlighted,20,Y,passenger_car,2
19,40,belted,daylight,20,Y,suv,1
31,75,belted,dark_unlighted,22,N,passenger_car,1
47,30,belted,dark_lighted,18,N,motorcycle,2
75,55,belted,dusk,20,Y,pickup,1
77,65,belted,daylight,22,Y,motorcycle,4
60,30,belted,dark_lighted,15,Y,suv,2
34,55,belted,dawn,10,N,motorcycle,1
63,30,unrestrained,dawn,19,N,passenger_car,1
66,55,belted,daylight,12,Y,passenger_car,1
29,40,unrestrained,daylight,12,N,pickup,1
18,70,belted,dawn,4,N,suv,1
21,40,belted,dawn,13,N,pickup,1
85,55,belted,dawn,25,N,motorcycle,3
55,75,belted,dawn,23,N,pickup,1
59,70,belted,dark_lighted,4,N,passenger_car,2
54,40,belted,dawn,19,N,van,1
73,65,belted,daylight,9,N,motorcycle,3
27,70,belted,dawn,1,Y,pickup,2
24,30,belted,dark_unlighted,6,N,passenger_car,1
53,70,belted,dusk,20,Y,motorcycle,2
60,65,belted,dark_lighted,19,N,pickup,1
62,70,belted,daylight,4,N,motorcycle,1
55,30,belted,dark_lighted,7,N,suv,1
29,30,belted,dusk,20,N,van,1
65,30,belted,dark_unlighted,14,N,motorcycle,3
72,75,belted,dawn,24,N,motorcycle,2
34,55,belted,dusk,16,N,suv,1
17,65,belted,dawn,3,N,van,2
63,55,unrestrained,daylight,6,N,van,2
86,65,belted,daylight,4,N,pickup,3
68,40,belted,dawn,4,N,motorcycle,1
85,75,belted,dusk,7,N,van,2
83,55,belted,dawn,18,Y,van,1
28,70,belted,dark_lighted,12,N,motorcycle,1
18,40,belted,dusk,2,Y,van,1
17,30,belted,dark_lighted,13,Y,motorcycle,2
75,55,unrestrained,dusk,6,N,passenger_car,1
67,30,belted,daylight,14,Y,pickup,2
60,30,unrestrained,dusk,19,Y,passenger_car,1
73,70,belted,daylight,24,N,pickup,2
16,40,belted,dark_lighted,20,N,pickup,1
17,55,belted,dark_lighted,14,N,motorcycle,1
40,75,belted,dusk,10,N,passenger_car,2
46,30,unrestrained,dusk,2,Y,motorcycle,3
68,40,unrestrained,dark_unlighted,17,Y,van,2
69,30,belted,dark_lighted,18,Y,pickup,2
38,65,unrestrained,dusk,11,Y,suv,3
65,40,belted,dusk,20,N,passenger_car,1
38,30,belted,dawn,10,N,pickup,1
74,30,belted,dark_unlighted,10,N,suv,2
36,40,belted,dark_lighted,18,N,passenger_car,1
20,55,belted,dark_lighted,23,N,suv,2
25,65,unrestrained,dawn,25,N,van,1
55,30,belted,dawn,10,N,suv,1
46,55,belted,dawn,16,N,motorcycle,1
41,75,unrestrained,dusk,20,Y,van,2
18,40,belted,dusk,12,Y,suv,1
51,65,belted,daylight,23,N,passenger_car,1
66,40,belted,dusk,7,Y,motorcycle,2
59,30,belted,dark_lighted,23,N,passenger_car,2
26,65,unrestrained,dark_lighted,4,Y,pickup,3
64,65,belted,dawn,10,Y,van,3
70,40,unrestrained,dark_unlighted,6,N,pickup,2
25,30,belted,dark_lighted,18,Y,van,1
45,65,belted,dusk,22,N,passenger_car,1
37,55,belted,dark_unlighted,16,N,passenger_car,2
79,65,belted,dusk,5,N,pickup,1
38,65,belted,dawn,13,Y,pickup,1
46,55,unrestrained,dark_lighted,21,N,motorcycle,3
49,75,belted,dark_unlighted,12,Y,pickup,2
82,30,belted,dark_unlighted,5,N,passenger_car,1
22,55,belted,daylight,11,N,passenger_car,1
31,40,belted,dark_lighted,10,N,suv,1
18,30,belted,dusk,2,N,pickup,1
26,65,belted,dusk,11,Y,suv,3
42,70,unrestrained,dark_lighted,2,N,van,2
84,55,belted,dawn,19,Y,van,3
69,70,belted,dark_unlighted,6,N,pickup,3
79,40,belted,dark_lighted,12,N,pickup,1
64,75,belted,dawn,6,Y,van,1
72,70,belted,dark_unlighted,24,Y,pickup,3
19,65,belted,dawn,1,Y,motorcycle,2
57,55,belted,daylight,14,N,motorcycle,2
80,55,belted,dusk,2,N,motorcycle,3
31,65,belted,daylight,12,N,motorcycle,1
69,30,belted,dusk,19,Y,suv,2
61,75,belted,dawn,14,N,motorcycle,4
57,75,belted,dark_lighted,20,N,van,1
31,40,belted,dawn,16,N,suv,1
49,30,belted,dark_lighted,7,N,van,1
20,75,unrestrained,daylight,24,N,suv,3
32,65,unrestrained,dark_unlighted,13,Y,pickup,2
75,65,unrestrained,dark_unlighted,14,N,van,2
67,75,belted,daylight,9,N,pickup,1
18,30,belted,dusk,16,Y,passenger_car,1
31,40,belted,dusk,3,N,pickup,1
83,75,belted,dark_lighted,3,Y,passenger_car,3
53,30,unrestrained,dark_lighted,4,Y,motorcycle,3
64,70,belted,dark_unlighted,9,Y,van,3
77,30,belted,dawn,4,N,passenger_car,1
78,70,belted,dark_lighted,8,N,passenger_car,1
53,40,belted,dusk,10,N,pickup,1
32,70,unrestrained,dark_unlighted,24,Y,suv,3
35,30,belted,daylight,6,N,pickup,1
66,55,belted,dark_unlighted,7,N,motorcycle,3
21,30,belted,dark_lighted,2,N,passenger_car,1
23,55,belted,daylight,5,N,passenger_car,1
71,70,belted,dawn,20,N,passenger_car,3
18,30,belted,dawn,19,Y,van,1
24,55,belted,dark_lighted,8,Y,van,1
54,70,belted,daylight,9,N,suv,1
71,75,belted,dark_unlighted,12,N,passenger_car,2
83,55,belted,daylight,13,N,motorcycle,2
81,65,belted,daylight,23,N,motorcycle,1
32,30,belted,dark_lighted,24,Y,pickup,1
69,55,belted,dusk,7,N,passenger_car,2
59,65,belted,dawn,8,N,motorcycle,1
30,75,unrestrained,daylight,16,N,passenger_car,1
38,40,belted,dawn,8,N,suv,2
41,65,belted,dawn,18,Y,motorcycle,2
23,65,belted,dusk,19,N,pickup,1
38,75,unrestrained,dawn,11,N,motorcycle,3
84,40,unrestrained,dark_unlighted,1,N,van,3
26,40,belted,dark_unlighted,14,N,pickup,1
39,75,belted,dark_unlighted,14,Y,van,2
66,30,belted,dusk,23,Y,suv,1
48,65,belted,daylight,18,N,pickup,2
56,65,belted,dark_unlighted,20,N,van,1
62,65,belted,dawn,14,N,motorcycle,2
72,75,unrestrained,dark_unlighted,22,N,pickup,3
37,65,belted,dark_lighted,8,N,suv,2
25,55,belted,dusk,17,Y,van,2
64,30,belted,dark_lighted,16,N,van,1
25,55,belted,dark_lighted,23,N,motorcycle,1
79,65,belted,daylight,3,Y,van,3
67,65,belted,dusk,9,N,passenger_car,2
80,55,belted,dark_unlighted,23,N,suv,1
78,70,belted,daylight,6,N,van,1
51,30,belted,daylight,9,N,suv,2
42,75,belted,dark_unlighted,2,N,pickup,1
49,55,belted,dawn,23,N,pickup,1
64,70,unrestrained,daylight,25,N,pickup,3
69,30,unrestrained,dark_lighted,14,Y,motorcycle,4
50,75,belted,dawn,13,N,suv,1
29,70,unrestrained,dawn,12,N,motorcycle,2
54,30,belted,dusk,4,Y,passenger_car,1
16,75,belted,daylight,17,N,suv,2
48,30,belted,dark_lighted,15,Y,pickup,2
